ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,ExecutePSRs
190,2,Case Frames L-M,  Case Frame for 'love',1,"  Daniel 9:4  The Lord loves people.-*-  Daniel 9:4  The Lord loves the people who love the Lord.-*-  Ruth 4:15  Ruth loved Naomi.-*-  Luke 10:27  Love the Lord who is your God with all your heart, all your mind, all your strength, and all your soul.-*-  -*-","15,36-*-15,58-*-14,30-*-15,117-*--*-","{~|c-(~|n-,A,,,,,,,,,,,,AGod,ALord,Agod,Aparent~|N-)~|(~|v-Alove~|V-)~|}~|-*-{~|c-(~|v-Alove~|V-)~|(~|n-,P,,,,,,,,,,,,AGod,ALord,Agod,AJesus~|N-)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,.~|N-,,,,,,,,,,,,,,,,F,,,,,)~|(~|v-Alove~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-,,,,,,,,,,,,,,,,F,,,,,)~|}~|-*-{~|c-(~|v-Alove~|V-)~|(~|n-,,,,,,,,,,,,,Awith~|P-)~|&(~|n-&Awith~|P-&)~|&(~|n-&Awith~|P-&)~|&(~|n-&Awith~|P-&)~|}~|-*-{~|c-(~|v-Alove~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-,,,,,,,,,,,,,,,,N,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0AGod,ALord,Agod,Aparent~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Alove~|V-^~|Delete~|0Blove~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Alove~|V-^~|Delete~|0Blove~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0AGod,ALord,Agod,AJesus~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,F,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Alove~|V-^~|Delete~|0Blove~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,F,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Alove~|V-^~|~|0)~|^~|-1~|0(~|n-,I,,,,,,,,,,,,^~|-1~|0Awith~|P-^~|Delete~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,,,^~|-1~|0&Awith~|P-^~|Delete~|0&)~|^~|-1~|0&(~|n-,I,,,,,,,,,,,,^~|-1~|0&Awith~|P-^~|Delete~|0&)~|^~|-1~|0&(~|n-,I,,,,,,,,,,,,^~|-1~|0&Awith~|P-^~|Delete~|0&)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Alove~|V-^~|Delete~|0Clove~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,N,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Alove,",,2,,0-*-0-*-00-*--*-0-*-,,0,0,0,0001000000000000000000000,,0001000000000000000000000
191,5,Collocation Corrections - Changing Word Senses,  Change until-A to until-B if it's in an NP,1,  -*-  Daniel 1:21  Daniel lived in Babylon until King Cyrus ...-*-  Daniel 2:1  Nebuchadnezzar was unable to sleep because of the dream.-*-,"-*-16,59-*-15,70-*-",{~|c-(~|n-Auntil~|P-)~|}~|-*-{~|c-(~|n-(~|n-Auntil~|P-)~|)~|}~|-*-{~|c-(~|n-Abecause~|P-)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0Auntil~|P-^~|Delete~|0Buntil~|P-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-^~|-1~|0Auntil~|P-^~|Delete~|0Buntil~|P-^~|Insert~|1)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Abecause~|P-^~|Delete~|0Bbecause~|P-^~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-,"Auntil,Abecause,",,2,"4,27,1,17^",,,0,0,0,0000000000000000000000000,,
192,5,Obliques,  'many years ago',1,"  Luke 1:70  Many years ago, several days ago, a week ago ...-*-","14,27,30,45,48,61-*-","{~|c-(~|n-,A,,,,,,,,,,,,&(~|j-&)~|Aday,Amonth,Aweek,Ayear~|N-(~|n-Aago~|P-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|-1~|0&(~|j-^~|-1~|0&)~|^~|-1~|0Aday,Amonth,Aweek,Ayear~|N-,,,,,,,T,,,,,,,,,,,,,,^~|~|0Move0!(~|n-,A,,,,,,,,,,,,^~|-1~|0Move1!Aago~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aago,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
193,5,Collocation Corrections - Changing Word Senses,  Change 'in-A' to 'in-D' for 'in the army',1,  Nahum 3:17  in the army.-*-,"15,26-*-","{~|c-(~|n-Ain~|P-Aarmy,Atribe~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Ain~|P-^~|Delete~|0Din~|P-^~|Insert~|1Aarmy,Atribe~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ain,",,2,,0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
206,2,Illocutionary Force,"  In Yes/No Questions with 'be', change the State NP to Participant",1,"  Daniel 3:15  Are you ready to ...  The NP with 'you' was tagged as a State because it follows the VP, but yes/no questions put 'be' before the Participants.  Daniel 5:16  Are you able to read these words?-*-  Daniel 5:13  Are you Daniel?-*-  Infected Eye 1:2  Is a thing on my eye?-*-  Daniel 5:13  Are you one of the men that ...-*-","174,206-*-16,30-*-21,41-*-16,46-*-","{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe~|V-)~|(~|j-)~|(~|n-,S,,,,,,,,,,,,)~|}~|-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|n-*.~|P-)~|)~|}~|-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|n-*Aof~|P-)~|)~|}~|-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,(~|v-Abe~|V-)~|(~|n-,S,,,,,,,,,,,,(~|n-Aof~|P-(~|j-.~|A-,,,,,,,N,,)~|.~|N-)~|)~|}~|-*-","{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|~|0)~|^~|-1~|0(~|j-^~|-1~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,S,,,,,,,,,,,,^~|-1~|0*.~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,N,,,,,,,,,,,,^~|-1~|0*Aof~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|~|0)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,S,,,,,,,,,,,,^~|-1~|0Aof~|P-^~|~|0(~|j-^~|-1~|0.~|A-,,,,,,,N,,^~|~|0)~|^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Abe,",,2,,,,0,0,0,0000000000000000000000000,,1111000000000000000000000
207,103,Coordinate Phrases,"  If an Adjective Phrase is embedded in an NP, set it to Attributive",1,  Daniel 1:3-*-,-*-,{~|c-(~|n-(~|j-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-,A,,,,,^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,0000000000000000000000000,,
274,2,Case Frames T-V,  Case Frame for 'think',1,  Daniel 2:28  You thought about these events.-*-  Daniel 5:20  Nebuchadnezzar thought that he was able to do all things.-*-  -*-,"16,46-*-16,72-*--*-","{~|c-(~|v-Athink~|V-)~|(~|n-Aabout~|P-)~|}~|-*-{~|c-(~|v-Athink~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-{~|c-(~|v-Athink~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,A-QuoteBegin~|r-]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Athink~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aabout~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athink~|V-^~|Delete~|0Cthink~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athink~|V-^~|Delete~|0Bthink~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0A-QuoteBegin~|r-^~|~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Athink,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
359,1,Special Noun-Noun Relationships,  Jordan river,1,  Luke 3:3 John traveled to all the regions that were near the Jordan river.-*-,"12,76-*-","{~|c-(~|n-AJordan,ANile~|N-(~|n-Ariver~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Move3!AJordan,ANile~|N-,G,,,,,,,,,,,,,,,,,,,^~|~|0(~|n-^~|-1~|0A-Name~|P-^~|Insert~|1Move1!Ariver~|N-,D,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","AJordan,ANile,",,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
391,2,Verbs with Prepositions or Nouns,  'worry about',1,  Daniel 2:3  Now I worry about this dream.-*-  Daniel 2:1  Nebuchadnezzar worried about the dream.-*-,"15,43-*-15,53-*-",{~|c-(~|v-Aworry~|V-)~|(~|n-Aabout~|P-)~|}~|-*-{~|c-(~|v-Aworry~|V-)~|(~|n-Aabout~|P-(~|j-Aworried~|A-)~|)~|}~|-*-,{~|c-^~|-1~|0(~|v-^~|-1~|0Aworry~|V-^~|~|0)~|^~|-1~|0(~|n-^~|-1~|0Aabout~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aworry~|V-^~|~|0)~|^~|-1~|0(~|n-^~|-1~|0Aabout~|P-^~|Delete~|0(~|j-^~|Delete~|0Aworried~|A-^~|Delete~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-,"Aworry,",,2,"4,27,2,1^4,27,2,3^4,27,4,19^",,,0,0,0,0000000000000000000000000,,0000000000000000000000000
194,5,Collocation Corrections - Changing Word Senses,  Change 'in-A' to 'in-E' for 'in the evening',1,  Daniel 6:15  In the evening the officials ...-*-,"16,47-*-","{~|c-(~|n-Ain~|P-Aevening,Amorning,Aday,Afuture~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Ain~|P-^~|Delete~|0Ein~|P-^~|Insert~|1Aevening,Amorning,Aday,Afuture~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ain,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
195,5,Collocation Corrections - Changing Word Senses,  Change 'in-A' to 'in-G' for 'in the ground',1,  Daniel 4:15  The roots were in the ground ...-*-,"16,47-*-","{~|c-(~|n-Ain~|P-Aground,Awater~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Ain~|P-^~|Delete~|0Gin~|P-^~|Insert~|1Aground,Awater~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ain,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
199,2,Verbs with Prepositions or Nouns,  'look at',1,  Daniel 1:13  Look at us.-*-,"16,26-*-",{~|c-(~|v-Alook~|V-)~|(~|n-Aat~|P-)~|}~|-*-,{~|c-^~|-1~|0(~|v-^~|-1~|0Alook~|V-^~|~|0)~|^~|-1~|0(~|n-^~|-1~|0Aat~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-,"Alook,",,2,"4,27,1,13^4,27,1,15^4,27,2,34^",,,0,0,0,0000000000000000000000000,,0000000000000000000000000
200,2,Case Frames N-O,  Case Frame for 'order',1,"  Daniel 1:3 Neb ordered Ashpenaz, who was the chief official, to ...  Daniel 2:49  The king ordered Shadrach, Meshach, and Abednego to ...-*-  Daniel 1:11  Due to a relative clause, this object complement didn't have a Participant NP, so the previous structure couldn't handle this case.-*-","14,69,85,139-*--*-","{~|c-(~|v-Aorder~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|&(~|n-,A,,,,,,,,,,,,&)~|&(~|n-,A,,,,,,,,,,,,&)~|]~|}~|-*-{~|c-(~|v-Aorder~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,Ato~|P-(~|v-)~|]~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aorder~|V-^~|~|0)~|^~|-1~|0Copy5~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase6~|c-^~|-1~|1Copy7~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase8~|c-^~|-1~|1Copy9~|n-,P,,,,,,,,,,,,^~|-1~|1CopyPhrase10~|c-^~|-1~|1[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0&(~|n-,A,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0&(~|n-,A,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aorder~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Ato~|P-^~|Delete~|0Copy9~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase10~|c-^~|-1~|1(~|v-^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aorder,",,2,,,,0,0,0,0000000000000000000000000,,1100000000000000000000000
201,2,Case Frames P-Q,  Case Frame for 'pay',1,  Esther 10:1   King Xerxes forced all the people to pay taxes.-*-,"17,63-*-","{~|c-(~|v-Apay~|V-)~|(~|n-,P,,,,,,,,,,,,Atax~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Apay~|V-^~|Delete~|0Cpay~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Atax~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Apay,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
202,5,Adverbial Clauses,  'instead of' clauses need a Participant NP,1,  Daniel 8:12  The people of God did evil things instead of obeying God.-*-,"16,72-*-","{~|c-&(~|n-,A,,,,,,,,,,,,&)~|(~|n-,A,,,,,,,,,,,,)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Ainstead,Aby~|P-]~|}~|-*-","{~|c-^~|-1~|0&(~|n-,A,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy1~|n-F,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|c-^~|-1~|1Copy3~|n-SL,A,,,,,,,,,,,,^~|-1~|1CopyPhrase4~|c-^~|-1~|1Ainstead,Aby~|P-^~|~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Ainstead,Aby,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
203,1,Relative Clauses,  'statue of gold that I made',1,  Daniel 3:14  This is an unusual construction that is occurring fairly frequently.  Did you worship the statue of gold that I made?  Daniel 5:3  The servants brought the cups of gold that ...-*-,"86,132,147,192-*-","{~|c-(~|n-.~|N-(~|n-Fof~|P-Agold~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,]~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|~|0(~|n-^~|-1~|0Fof~|P-^~|~|0Agold~|N-^~|~|0Move1![~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0]~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,1000000000000000000000000
204,1,Relative Clauses,  X does the things that X wants to do,1,  Daniel 8:12  The horn did all the things that the horn wanted to do.  This is a common construction in Daniel so this rule handles this special construction.  Daniel 5:19  Nebuchadnezzar killed all the people that Nebuchadnezzar wanted to kill.  Esther 6:9 An important official will put the robe on the man that you want to honor.-*-  Ruth 3:6  Ruth did all of the things that Naomi told Ruth to do.  Esther 9:31  The Jews did all of the things that Mordecai commanded them to do.-*-,"16,70,175,246,260,333-*-13,66,82,147-*-","{~|c-(~|n-.~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|(~|v-Awant,Apromise,Adecide~|V-)~|(~|n-,P,,,,,,,,,,,,)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|]~|)~|}~|-*-{~|c-(~|n-.~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|(~|v-Acommand,Atell~|V-)~|(~|n-,P,,,,,,,,,,,,)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|-1~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Awant,Apromise,Adecide~|V-^~|~|0)~|^~|-1~|0Move11!(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy4~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase8~|c-^~|-1~|1]~|^~|-1~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acommand,Atell~|V-^~|~|0)~|^~|-1~|0Move11!(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0]~|^~|-1~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,1000000000000000000000000
205,2,Case Frames P-Q,  Case Frame for 'plan',1,  Kande's Story 5:5  The teachers planned a meeting.-*-  Daniel 11:17  The king of the north region will plan to destroy the kingdom of the south region.-*-,"22,52-*-17,98-*-","{~|c-(~|v-Aplan~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Aplan~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,*(~|n-,A,,,,,,,,,,,,*)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aplan~|V-^~|Delete~|0Bplan~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aplan~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*(~|n-,A,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0Copy1~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|c-^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-","Aplan,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
209,2,Case Frames P-Q,  Case Frame for 'plot',1,  Daniel 11:25  People plotted against the king.-*-,"17,48-*-",{~|c-(~|v-Aplot~|V-)~|(~|n-Aagainst~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Aplot~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aagainst~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aplot,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
216,2,Case Frames P-Q,  Case Frame for 'pray',1,  Daniel 2:18  ... pray to God about the problem. -*-  Luke 10:2  You must pray that God will send more people to gather this wheat.-*-,"16,50-*-14,79-*-","{~|c-(~|v-Apray~|V-)~|(~|n-,d,,,,,,,,,,,,(~|n-Aabout~|P-)~|)~|}~|-*-{~|c-(~|v-Apray~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Apray~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,P,,,,,,,,,,,,^~|-1~|0Aabout~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Apray~|V-^~|Delete~|0Bpray~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Apray,",,2,,,,0,0,0,0000000000000000000000000,,1000000000000000000000000
221,1,Obliques,  X times,1,  Daniel 6:10  Daniel prayed three times each day.-*-  Luke 7:45 This woman kissed my feet many times.-*-  Daniel 6:10 Daniel prayed [to God [three times each day]].-*-,"16,50-*-13,49-*-15,60-*-","{~|c-(~|n-Atime~|N-(~|j-.~|A-,,,,,,,N,,)~|)~|}~|-*-{~|c-(~|n-Atime~|N-(~|j-Afew,Amany~|A-,,,,,,,,,)~|)~|}~|-*-{~|c-(~|n-(~|n-Atime~|N-(~|j-.~|A-,,,,,,,N,,)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|-1~|0Atime~|N-^~|Delete~|0Atimes~|N-,G,A,n,K,3,N,,,,,,,,,,,,,,,^2|Number,~|Insert~|1(~|j-^~|-1~|0.~|A-,,,,,,,N,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0Move0!(~|n-,N,,,,,,,,,,,,^~|-1~|0Atime~|N-^~|Delete~|0Atimes~|N-,G,A,n,K,3,N,,,,,,,,,,,,,,,^2|Number,~|Insert~|1(~|j-^~|-1~|0Afew,Amany~|A-,,,,,,,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,N,,,,,,,,,,,,^~|-1~|0Atime~|N-^~|Delete~|0Atimes~|N-,G,A,n,K,3,N,,,,,,,,,,,,,,,^3|Number,~|Insert~|1(~|j-^~|-1~|0.~|A-,,,,,,,N,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Atime,",,2,,,,0,0,0,0000000000000000000000000,,0100000000000000000000000
392,2,Verbs with Prepositions or Nouns,  'write down',1,  Esther 8:9 The secretaries wrote down all the things that Mordecai said.-*-,"14,74-*-",{~|c-(~|v-Awrite~|V-)~|(~|n-Adown~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Awrite~|V-^~|Delete~|0Awrite-down~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Adown~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awrite,Aworry,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
