ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
1026,2,Complex Event Insertion Rules,"  ""to baptize"" X puts Y into water for about a second",1,  Bible Stories 66:3  -*-,"22,22-*-","{~|c-(~|v-Aput~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|(~|n-,d,,,,,,,,,,,,Fin,Ainto~|P-Ariver-Jordan,Awater~|N-)~|(~|n-,N,,,,,,,,,,,,Afor~|P-(~|j-Aabout~|A-)~|Asecond~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aput~|V-^~|Delete~|0Abaptize~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0Fin,Ainto~|P-^~|-1~|0Ariver-Jordan,Awater~|N-^~|-1~|0)~|^~|-1~|0(~|n-,N,,,,,,,,,,,,^~|Delete~|0Afor~|P-^~|Delete~|0(~|j-^~|Delete~|0Aabout~|A-^~|Delete~|0)~|^~|Delete~|0Asecond~|N-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Abaptize
1027,1,Complex Object Insertion Rules,"  ""trap"" a device that people use to catch animals",1,  Luke 21:34  -*-,"14,14-*-","{~|c-(~|n-Adevice~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Ause~|V-)~|(~|n-,P,,,,,,,,,,,,Adevice~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain-order-to~|P-(~|n-,A,,,,,,,,,,,,Aperson~|N-)~|(~|v-Ccatch~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Atrap~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Adevice~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ause~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Adevice~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Ain-order-to~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ccatch~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aanimal~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atrap
1028,1,Complex Object Insertion Rules,"  ""furnace"" a big container that contains a very hot fire",1,  Genesis 19:28  -*-,"17,17-*-","{~|c-(~|n-,,,,,,,,,,,,,(~|j-Abig~|A-)~|Acontainer~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,Acontainer~|N-)~|(~|v-Acontain~|V-)~|(~|n-,P,(~|j-Bhot~|A-)~|Afire~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Afurnace~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|j-^~|Delete~|0Abig~|A-^~|Delete~|0)~|^~|Delete~|0Acontainer~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,^~|Delete~|0Acontainer~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Acontain~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0(~|j-^~|Delete~|0Bhot~|A-^~|Delete~|0)~|^~|Delete~|0Afire~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Acontainer,",,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Afurnace
1030,1,Complex Object Insertion Rules,"  ""staff"" stick that someone uses to help them walk",1,  -*-,-*-,"{~|c-(~|n-,,,,,,,,,,,,,Astick~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,)~|(~|v-Ause~|V-)~|(~|n-,P,Astick~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain-order-to~|P-(~|n-,A,Astick~|N-)~|(~|v-Bhelp~|V-)~|(~|n-,P,)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,)~|(~|v-Awalk~|V-)~|]~|]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Astaff~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Proximity,~|Insert~|1Astick~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ause~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Astick~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Ain-order-to~|P-^~|Delete~|0(~|n-,A,^~|Delete~|0Astick~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Bhelp~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0)~|^~|Delete~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Awalk~|V-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Astick,",,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Astaff
1031,2,Complex Event Insertion Rules,"  ""to crucify"" X kills Y on a cross",1,  Philippians 2:8  -*-,"19,19-*-","{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Akill~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-Con~|P-Across~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Acrucify~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Akill~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-^~|Delete~|0Con~|P-^~|Delete~|0Across~|N-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Acrucify
1032,1,Complex Object Insertion Rules,"  ""throne"" 'king's chair' -> throne",1,  Luke 22:30 You will sit on thrones.-*-,-*-,{~|c-(~|n-Achair~|N-(~|n-A-Owner~|P-Aking~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Athrone~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Achair~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Owner~|P-^~|Delete~|0Aking~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Athrone
1033,1,Complex Object Insertion Rules,"  ""tax-collector"" X that collects taxes -> tax collector",1,  Luke 19:2  -*-,"13,13-*-","{~|c-(~|n-,,,,,,,,,,,,,Aperson~|N-[~|c-(~|n-,A,Aperson~|N-)~|(~|v-Acollect~|V-)~|(~|n-,P,Atax~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Atax-collector~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Aperson~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Acollect~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Atax~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aperson,",,2,,110-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Atax-collector
1034,2,Complex Object Attribute Insertion Rules,"  ""rich"" X that have much money -> rich X ",1,  Luke 1:53  God does not give good things to rich people.-*-  Ruth 2:1 Boaz was rich.-*-,"14,58-*--*-","{~|c-(~|n-.~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ahave~|V-)~|(~|n-,S,,,,,,,,,,,,(~|j-Amuch-many~|A-)~|Amoney~|N-)~|]~|)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ahave~|V-)~|(~|n-,S,,,,,,,,,,,,(~|j-Amuch-many~|A-)~|Amoney~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-S,A,^~|-1~|1Arich~|A-N,^~|Insert~|1)~|^~|-1~|1.~|N-^~|~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ahave~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0(~|j-^~|Delete~|0Amuch-many~|A-^~|Delete~|0)~|^~|Delete~|0Amoney~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahave~|V-^~|Delete~|0Dbe~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0(~|j-,P,,,,,,^~|-1~|0Amuch-many~|A-^~|Delete~|0Arich~|A-N,^~|Insert~|1)~|^~|-1~|0Amoney~|N-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-","Ahave,",,2,,000-*-00-*-,,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3Arich
1035,1,Complex Object Insertion Rules,"  ""criminal"" a person who breaks a law -> criminal",1,  -*-,-*-,"{~|c-(~|n-,,,,,,,,,,,,,(Aman)~|N-[~|c-(~|n-,A,(Aman)~|N-)~|(~|v-Cbreak~|V-)~|(~|n-,P,Alaw~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Acriminal~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(Aman)~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0(Aman)~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Cbreak~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Alaw~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,110-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Acriminal
1036,2,Complex Event Insertion Rules,"  ""to hamstring"" X cuts the muscles of a horse/ox's legs",1,  Joshua 11:9  -*-,"15,15-*-","{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Acut~|V-)~|(~|n-,P,,,,,,,,,,,,Amuscle~|N-(~|n-A-Part Whole~|P-Aleg~|N-(~|n-A-Body Part~|P-Ahorse,Aox~|N-)~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahamstring~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Acut~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Amuscle~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Part Whole~|P-^~|Delete~|0Aleg~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Body Part~|P-^~|Delete~|0Ahorse,Aox~|N-^~|~|0)~|^~|Delete~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Ahamstring
1038,1,Complex Object Insertion Rules,"  ""owner"" X that owns Y -> Y's owner",1,"  Exodus 22:14  The person who borrowed  the animal must pay the neighbor that owns the animal. -> The person who borrowed the animal must pay the animal's owner.   We don't want this rule to apply if the noun is modified by an adjective.  Judges 19:22 'the old man who owned that house'  And we don't want this rule to apply if the noun is modified by a descriptive relative clause. Philippians 4:19 My God, who owns all things, ...-*-","16,16-*-","{~|c-(~|n-*(~|j-*)~|.~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Aown~|V-,,,,A,,,,,,,,,,,,,)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|&(~|n-&)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0*(~|j-^~|-1~|0*)~|^~|-1~|0Aowner~|N-S,D,A,n,K,3,N,N,^4|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1.~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aown~|V-,,,,A,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0Move1!(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0&(~|n-^~|Delete~|0&)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,110-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Aowner
1039,1,Complex Event Insertion Rules,"  ""to hug"" X puts X's arms around Y",1,  Luke 15:20  -*-,"14,14-*-","{~|c-(~|n-,A,(Afather)~|N-)~|(~|v-Aput~|V-)~|(~|n-,P,Aarm~|N-(~|n-,N,A-Body Part~|P-(Afather)~|N-)~|)~|(~|n-,d,Aaround~|P-(Ason)~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0(Afather)~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahug~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Aput~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,^~|Delete~|0Aarm~|N-^~|Delete~|0(~|n-,N,^~|Delete~|0A-Body Part~|P-^~|Delete~|0(Afather)~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aaround~|P-^~|Delete~|0(Ason)~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,0000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Ahug
1040,1,Complex Object Insertion Rules,"  ""sacrifice"" an animal that people give to God so that the priests could kill it",1,  Philippians 2:17  You gave your lives to God like a person gives an animal to God so that the priest could kill it. -> You gave your lives to God like a person gives a sacrifice to God.-*-,"20,20-*-","{~|c-(~|v-Agive~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|(~|n-,d,,,,,,,,,,,,AGod~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aso~|P-(~|n-,A,,,,,,,,,,,,Apriest~|N-)~|(~|v-Akill~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Agive~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Asacrifice~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Aanimal~|N-^~|Delete~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0AGod~|N-^~|~|0)~|^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Aso~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Apriest~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Akill~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aanimal~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,0000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Asacrifice
1041,2,Complex Event Insertion Rules,"  ""to plow"" cutting the ground to plant seeds -> plow",1,  Luke 17:7  -*-,"13,13-*-","{~|c-(~|v-Acut~|V-)~|(~|n-,P,,,,,,,,,,,,Aground~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain-order-to~|P-(~|v-Aplant~|V-)~|(~|n-,P,,,,,,,,,,,,Aseed~|N-)~|(~|n-,d,,,,,,,,,,,,Aground~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aplow~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Acut~|V-^~|Delete~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aground~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Ain-order-to~|P-^~|Delete~|0(~|v-^~|Delete~|0Aplant~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aseed~|N-^~|Delete~|0)~|^~|Delete~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0Aground~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Aplow
1042,1,Complex Object Insertion Rules,"  ""deacon"" -> special servant of the church",1,  Philippians 1:1  -*-,"19,19-*-",{~|c-(~|n-(~|j-Aspecial~|A-)~|Aservant~|N-(~|n-A-Generic Genitive~|P-Achurch~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Adeacon~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1(~|j-^~|Delete~|0Aspecial~|A-^~|Delete~|0)~|^~|Delete~|0Aservant~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Generic Genitive~|P-^~|Delete~|0Achurch~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Adeacon
1043,2,Complex Event Insertion Rules,"  ""to rape"" X forces Y to have sex with X",1,  Genesis 34:1-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Aforce~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Asex~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Arape~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1Aforce~|V-^~|Delete~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|Delete~|0Asex~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,101-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Arape
